index:ID,Disease_Name,:LABEL
ETCM_disease_id_473,Anterior Polar Cataract,disease
ETCM_disease_id_474,Anterior Radial Head Dislocation,disease
ETCM_disease_id_475,Anterior Subcapsular Cataract,disease
ETCM_disease_id_476,Anterolateral Radial Head Dislocation,disease
ETCM_disease_id_477,Anti-Thyroid Peroxidase Antibody Positivity,disease
ETCM_disease_id_478,Antigen-Induced Decrease In Coronary Flow And Cardiac Anaphylaxis,disease
ETCM_disease_id_479,Antineutrophil Antibody Positivity,disease
ETCM_disease_id_480,Antinuclear Antibody Positivity,disease
ETCM_disease_id_481,Antiphospholipid Syndrome,disease
ETCM_disease_id_482,Anxiety,disease
ETCM_disease_id_483,Anxiety Disorders,disease
ETCM_disease_id_484,Aortic Aneurysm,disease
ETCM_disease_id_485,"Aortic Aneurysm, Abdominal",disease
ETCM_disease_id_486,Aortic Arch Aneurysm,disease
ETCM_disease_id_487,Aortic Arch Calcification,disease
ETCM_disease_id_488,Aortic Atherosclerosis,disease
ETCM_disease_id_489,Aortic Valve Atresia,disease
ETCM_disease_id_490,Aortic Valve Calcification,disease
ETCM_disease_id_491,Aortic Valve Stenosis,disease
ETCM_disease_id_492,Apathy,disease
ETCM_disease_id_493,Aphasia,disease
ETCM_disease_id_494,Aplasia/Hypoplasia Involving The Central Nervous System,disease
ETCM_disease_id_495,Aplasia/Hypoplasia Of The Nails,disease
ETCM_disease_id_496,Aplasia/Hypoplasia Of The Skin,disease
ETCM_disease_id_497,Aplasia Cutis Congenita Over Posterior Parietal Area,disease
ETCM_disease_id_498,Aplasia Of The Uterus,disease
ETCM_disease_id_499,Aplastic Anemia,disease
ETCM_disease_id_500,Apnea,disease
ETCM_disease_id_501,Apneic Episodes In Infancy,disease
ETCM_disease_id_502,"Apneic Episodes Precipitated By Illness, Fatigue, Stress",disease
ETCM_disease_id_503,Apraxia,disease
ETCM_disease_id_504,Arachnoid Cyst,disease
ETCM_disease_id_505,Areas Of Hypopigmentation And Hyperpigmentation That Do Not Follow Blaschko Lines,disease
ETCM_disease_id_506,Areflexia,disease
ETCM_disease_id_507,Areflexia Of Lower Limbs,disease
ETCM_disease_id_508,Areflexia Of Upper Limbs,disease
ETCM_disease_id_509,Argininuria,disease
ETCM_disease_id_510,Arrhythmia,disease
ETCM_disease_id_511,Arterial Calcification,disease
ETCM_disease_id_512,Arterial Dissection,disease
ETCM_disease_id_513,Arterial Fibromuscular Dysplasia,disease
ETCM_disease_id_514,Arterial Hypertension,disease
ETCM_disease_id_515,Arterial Intimal Fibrosis,disease
ETCM_disease_id_516,Arterial Occlusion,disease
ETCM_disease_id_517,Arterial Occlusive Diseases,disease
ETCM_disease_id_518,Arterial Rupture,disease
ETCM_disease_id_519,Arterial Thrombosis,disease
ETCM_disease_id_520,Arteriosclerosis,disease
ETCM_disease_id_521,Arteriosclerosis Of Small Cerebral Arteries,disease
ETCM_disease_id_522,Arthralgia,disease
ETCM_disease_id_523,Arthralgia Of The Hip,disease
ETCM_disease_id_524,Arthritis,disease
ETCM_disease_id_525,Arthropathy,disease
ETCM_disease_id_526,Articular Cartilage Disorders,disease
ETCM_disease_id_527,Ascending Tubular Aorta Aneurysm,disease
ETCM_disease_id_528,Ascites,disease
ETCM_disease_id_529,Aseptic Meningitis,disease
ETCM_disease_id_530,Aseptic Necrosis,disease
ETCM_disease_id_531,Aspartylglucosaminuria,disease
ETCM_disease_id_532,Aspiration,disease
ETCM_disease_id_533,Aspiration Pneumonia,disease
ETCM_disease_id_534,Aspirin-Induced Asthma,disease
ETCM_disease_id_535,Astereognosia,disease
ETCM_disease_id_536,Asthma,disease
ETCM_disease_id_537,"Asthma, Aspirin-Induced",disease
ETCM_disease_id_538,Asthmatic Bronchial Mucosal Inflammation,disease
ETCM_disease_id_539,Astigmatism,disease
ETCM_disease_id_540,Astrocytic Tumors,disease
ETCM_disease_id_541,Astrocytoma,disease
ETCM_disease_id_542,Astrocytosis,disease
ETCM_disease_id_543,Astroglial Brain Tumors,disease
ETCM_disease_id_544,"Asymmetric, Linear Skin Defects",disease
ETCM_disease_id_545,Ataxia,disease
ETCM_disease_id_546,"Ataxia, Spinocerebellar",disease
ETCM_disease_id_547,Atherogenesis,disease
ETCM_disease_id_548,Atherosclerosis,disease
ETCM_disease_id_549,Atherosclerotic Cardiovascular Disease,disease
ETCM_disease_id_550,Atherothrombosis,disease
ETCM_disease_id_551,Athetosis,disease
ETCM_disease_id_552,Atlantoaxial Dislocation,disease
ETCM_disease_id_553,Atlantoaxial Instability,disease
ETCM_disease_id_554,Atonic Seizures,disease
ETCM_disease_id_555,Atopic Asthma,disease
ETCM_disease_id_556,Atopic Dermatitis,disease
ETCM_disease_id_557,Atopic Disease,disease
ETCM_disease_id_558,Atransferrinemia,disease
ETCM_disease_id_559,Atresia Of The External Auditory Canal,disease
ETCM_disease_id_560,Atrial Arrhythmia,disease
ETCM_disease_id_561,Atrial Cardiomyopathy,disease
ETCM_disease_id_562,Atrial Fibrillation,disease
ETCM_disease_id_563,Atrial Flutter,disease
ETCM_disease_id_564,Atrial Standstill,disease
ETCM_disease_id_565,"Atrophic, Patchy Alopecia",disease
ETCM_disease_id_566,Atrophic Scars,disease
ETCM_disease_id_567,Atrophy Of The Spinal Cord,disease
ETCM_disease_id_568,Attention-Deficit Hyperactivity Disorder,disease
ETCM_disease_id_569,Attention Deficit Hyperactivity Disorder,disease
ETCM_disease_id_570,Attenuation Of Retinal Blood Vessels,disease
ETCM_disease_id_571,Atypical Absence Seizures,disease
ETCM_disease_id_572,Atypical Nevi In Non-Sun Exposed Areas,disease
ETCM_disease_id_573,Atypical Nevus,disease
ETCM_disease_id_574,Atypical Or Prolonged Hepatitis,disease
ETCM_disease_id_575,Atypical Scarring Of Skin,disease
ETCM_disease_id_576,Auditory Hallucinations,disease
ETCM_disease_id_577,Autism,disease
ETCM_disease_id_578,Autism Spectrum Disorders,disease
ETCM_disease_id_579,Autistic Behavior,disease
ETCM_disease_id_580,Autistic Disorder,disease
ETCM_disease_id_581,Autoimmune Cardiomyopathy,disease
ETCM_disease_id_582,Autoimmune Diseases,disease
ETCM_disease_id_583,Autoimmune Hemolytic Anemia,disease
ETCM_disease_id_584,Autoimmune Neutropenia,disease
ETCM_disease_id_585,Autoimmune Thrombocytopenia,disease
ETCM_disease_id_586,Autoimmunity,disease
ETCM_disease_id_587,Autonomic Bladder Dysfunction,disease
ETCM_disease_id_588,Autonomic Erectile Dysfunction,disease
ETCM_disease_id_589,Autophagic Vacuoles,disease
ETCM_disease_id_590,Avascular Necrosis Of The Capital Femoral Epiphysis,disease
ETCM_disease_id_591,Axial Dystonia,disease
ETCM_disease_id_592,Axial Muscle Weakness,disease
ETCM_disease_id_593,Axonal Degeneration,disease
ETCM_disease_id_594,Axonal Degeneration/Regeneration,disease
ETCM_disease_id_595,Axonal Regeneration,disease
ETCM_disease_id_596,Azoospermia,disease
ETCM_disease_id_597,Azotemia,disease
ETCM_disease_id_598,B-Cell Immunodeficiency,disease
ETCM_disease_id_599,B-Cell Lymphoma,disease
ETCM_disease_id_600,B-Cell Malignancies,disease
ETCM_disease_id_601,B-Lineage Malignancies,disease
ETCM_disease_id_602,B12 Deficiency,disease
ETCM_disease_id_603,B Lymphocytopenia,disease
ETCM_disease_id_604,Babinski Sign,disease
ETCM_disease_id_605,Bacillus Anthracis Infection,disease
ETCM_disease_id_606,Back Pain,disease
ETCM_disease_id_607,Bacterial Endocarditis,disease
ETCM_disease_id_608,Bacterial Infections,disease
ETCM_disease_id_609,Band Keratopathy,disease
ETCM_disease_id_610,Barrett's Esophageal Adenocarcinoma,disease
ETCM_disease_id_611,Barrett Esophagus,disease
ETCM_disease_id_612,Bartter Disease,disease
ETCM_disease_id_613,Basal Cell Carcinoma,disease
ETCM_disease_id_614,Basal Ganglia Calcification,disease
ETCM_disease_id_615,Basal Ganglia Diseases,disease
ETCM_disease_id_616,Beevor's Sign,disease
ETCM_disease_id_617,Behcet's Disease,disease
ETCM_disease_id_618,Benign Gastrointestinal Tract Tumors,disease
ETCM_disease_id_619,Benign Genitourinary Tract Neoplasm,disease
ETCM_disease_id_620,Benign Neoplasm Of The Central Nervous System,disease
ETCM_disease_id_621,Benign Prostatic Hyperplasia,disease
ETCM_disease_id_622,Beta-Cell Dysfunction,disease
ETCM_disease_id_623,Beta-Cell Failure Observed In Diabetes,disease
ETCM_disease_id_624,Beta Thalassemia,disease
ETCM_disease_id_625,Bicarbonate-Wasting Renal Tubular Acidosis,disease
ETCM_disease_id_626,Bicarbonaturia,disease
ETCM_disease_id_627,Bifid Scrotum,disease
ETCM_disease_id_628,Bilateral Coxa Valga,disease
ETCM_disease_id_629,Bilateral Elbow Dislocations,disease
ETCM_disease_id_630,Bilateral Sensorineural Hearing Impairment,disease
ETCM_disease_id_631,Bile Duct Proliferation,disease
ETCM_disease_id_632,Biliary Cirrhosis,disease
ETCM_disease_id_633,Biliary Tract Abnormality,disease
ETCM_disease_id_634,Biliary Tract Neoplasm,disease
ETCM_disease_id_635,Bipolar Affective Disorder,disease
ETCM_disease_id_636,Bipolar Disorder,disease
ETCM_disease_id_637,Birth Length Greater Than 97Th Percentile,disease
ETCM_disease_id_638,Biventricular Heart Failure,disease
ETCM_disease_id_639,Bladder Cancer,disease
ETCM_disease_id_640,Bladder Diverticulum,disease
ETCM_disease_id_641,Bladder Exstrophy,disease
ETCM_disease_id_642,Bladder Neoplasm,disease
ETCM_disease_id_643,Blepharochalasis,disease
ETCM_disease_id_644,Blepharospasm,disease
ETCM_disease_id_645,Blood Clotting Disorder,disease
ETCM_disease_id_646,Blood Forming Organ Disorders,disease
ETCM_disease_id_647,Bloody Diarrhea,disease
ETCM_disease_id_648,Blotching Pigmentation Of The Skin,disease
ETCM_disease_id_649,Blurred Vision,disease
ETCM_disease_id_650,Body Odor,disease
ETCM_disease_id_651,Bone-Marrow Foam Cells,disease
ETCM_disease_id_652,Bone-Related Conditions,disease
ETCM_disease_id_653,Bone Cyst,disease
ETCM_disease_id_654,Bone Development Disorder,disease
ETCM_disease_id_655,Bone Disorders,disease
ETCM_disease_id_656,Bone Injury,disease
ETCM_disease_id_657,Bone Marrow Hypocellularity,disease
ETCM_disease_id_658,Bone Marrow Transplantation,disease
ETCM_disease_id_659,Bone Metastases,disease
ETCM_disease_id_660,Bone Pain,disease
ETCM_disease_id_661,Bone Resorption,disease
ETCM_disease_id_662,Bowel Diverticulosis,disease
ETCM_disease_id_663,Bowel Incontinence,disease
ETCM_disease_id_664,Bowel Urgency,disease
ETCM_disease_id_665,Bowing Of Limbs Due To Multiple Fractures,disease
ETCM_disease_id_666,Bowing Of The Legs,disease
ETCM_disease_id_667,Brachycephaly,disease
ETCM_disease_id_668,Bradycardia,disease
ETCM_disease_id_669,Bradykinesia,disease
ETCM_disease_id_670,Bradyopsia,disease
ETCM_disease_id_671,Brain Abscess,disease
ETCM_disease_id_672,Brain Atrophy,disease
ETCM_disease_id_673,Brain Cancer,disease
ETCM_disease_id_674,Brain Gliomas,disease
ETCM_disease_id_675,Brain Inflammation,disease
ETCM_disease_id_676,Brain Injury,disease
ETCM_disease_id_677,Brain Injury Associated With Seizures,disease
ETCM_disease_id_678,Brain Ischemia,disease
ETCM_disease_id_679,Brain Small Vessel Disease With Or Without Ocular Anomalies,disease
ETCM_disease_id_680,Brain Stem Compression,disease
ETCM_disease_id_681,Brainstem Dysplasia,disease
ETCM_disease_id_682,Breast Cancer,disease
ETCM_disease_id_683,Breathing Dysregulation,disease
ETCM_disease_id_684,Brittle Hair,disease
ETCM_disease_id_685,Brittle Scalp Hair,disease
ETCM_disease_id_686,Broad-Based Gait,disease
ETCM_disease_id_687,Bronchial Asthma,disease
ETCM_disease_id_688,Bronchiectasis,disease
ETCM_disease_id_689,Bronchiolar Carcinoma,disease
ETCM_disease_id_690,Bronchiolitis,disease
ETCM_disease_id_691,Bronchiolitis Obliterans,disease
ETCM_disease_id_692,Bronchiolitis Obliterans Organizing Pneumonia,disease
ETCM_disease_id_693,Bronchitis,disease
ETCM_disease_id_694,Bronchogenic Cyst,disease
ETCM_disease_id_695,Bronchomalacia,disease
ETCM_disease_id_696,Bronchospasm,disease
ETCM_disease_id_697,Bruising Susceptibility,disease
ETCM_disease_id_698,Bruxism,disease
ETCM_disease_id_699,Budd-Chiari Syndrome,disease
ETCM_disease_id_700,Bulbar Palsy,disease
ETCM_disease_id_701,Bulbar Signs,disease
ETCM_disease_id_702,Buphthalmos,disease
ETCM_disease_id_703,Burkitt Lymphoma,disease
ETCM_disease_id_704,Bursitis,disease
ETCM_disease_id_705,C1-C2 Subluxation,disease
ETCM_disease_id_706,C2-C3 Subluxation,disease
ETCM_disease_id_707,C8 Deficiency,disease
ETCM_disease_id_708,Cachexia,disease
ETCM_disease_id_709,Calcaneovalgus Deformity,disease
ETCM_disease_id_710,Calcific Stippling,disease
ETCM_disease_id_711,Calcification Of Cartilage,disease
ETCM_disease_id_712,Calcification Of The Aorta,disease
ETCM_disease_id_713,Calcification Of The Auricular Cartilage,disease
ETCM_disease_id_714,Calcification Of The Small Brain Vessels,disease
ETCM_disease_id_715,Calcinosis,disease
ETCM_disease_id_716,Calcinosis Cutis,disease
ETCM_disease_id_717,Calcium Nephrolithiasis,disease
ETCM_disease_id_718,Calcium Oxalate Nephrolithiasis,disease
ETCM_disease_id_719,Calf Muscle Pseudohypertrophy,disease
ETCM_disease_id_720,Camptodactyly,disease
ETCM_disease_id_721,Camptodactyly Of Finger,disease
ETCM_disease_id_722,Cancer,disease
ETCM_disease_id_723,Cancer-Associated Morbidity,disease
ETCM_disease_id_724,Candida Vaginitis,disease
ETCM_disease_id_725,Capillary Hemangioma,disease
ETCM_disease_id_726,Capillary Leak,disease
ETCM_disease_id_727,Carcinoid Syndrome,disease
ETCM_disease_id_728,Carcinoid Tumor,disease
ETCM_disease_id_729,Carcinoma,disease
ETCM_disease_id_730,"Carcinoma, Pancreatic Ductal",disease
ETCM_disease_id_731,"Carcinoma, Small Cell",disease
ETCM_disease_id_732,"Carcinoma, Transitional Cell",disease
ETCM_disease_id_733,Carcinoma In Situ,disease
ETCM_disease_id_734,Cardiac Allograft Vasculopathy,disease
ETCM_disease_id_735,Cardiac Amyloidosis,disease
ETCM_disease_id_736,Cardiac Arrest,disease
ETCM_disease_id_737,Cardiac Arrhythmias,disease
ETCM_disease_id_738,Cardiac Conduction Abnormality,disease
ETCM_disease_id_739,Cardiac Diseases,disease
ETCM_disease_id_740,Cardiac Dysrhythmias,disease
ETCM_disease_id_741,Cardiac Fibroma,disease
ETCM_disease_id_742,Cardiac Hypertrophy,disease
ETCM_disease_id_743,Cardiac Myxoma,disease
ETCM_disease_id_744,Cardiac Rhabdomyoma,disease
ETCM_disease_id_745,Cardiac Surgery,disease
ETCM_disease_id_746,Cardiomegaly,disease
ETCM_disease_id_747,Cardiomyocyte Mitochondrial Proliferation,disease
ETCM_disease_id_748,Cardiomyopathies,disease
ETCM_disease_id_749,Cardiomyopathy,disease
ETCM_disease_id_750,Cardiorenal Disease,disease
ETCM_disease_id_751,Cardiorespiratory Arrest,disease
ETCM_disease_id_752,Cardiovascular Diseases,disease
ETCM_disease_id_753,Cartilage Destruction,disease
ETCM_disease_id_754,Cartilaginous Ossification Of Nose,disease
ETCM_disease_id_755,Cartilaginous Trachea,disease
ETCM_disease_id_756,Catalepsy,disease
ETCM_disease_id_757,Cataplexy,disease
ETCM_disease_id_758,Cataract,disease
ETCM_disease_id_759,Cavernous Hemangioma,disease
ETCM_disease_id_760,Celiac Disease,disease
ETCM_disease_id_761,Cellular Immunodeficiency,disease
ETCM_disease_id_762,Cellulitis,disease
ETCM_disease_id_763,Central Adrenal Insufficiency,disease
ETCM_disease_id_764,Central And Peripheral Nervous System Diseases,disease
ETCM_disease_id_765,Central Apnea,disease
ETCM_disease_id_766,Central Diabetes Insipidus,disease
ETCM_disease_id_767,Central Heterochromia,disease
ETCM_disease_id_768,Central Hypothyroidism,disease
ETCM_disease_id_769,Central Nervous System Degeneration,disease
ETCM_disease_id_770,Central Nervous System Diseases,disease
ETCM_disease_id_771,Central Sleep Apnea,disease
ETCM_disease_id_772,Cerebellar Cortical Atrophy,disease
ETCM_disease_id_773,Cerebellar Cyst,disease
ETCM_disease_id_774,Cerebellar Edema,disease
ETCM_disease_id_775,Cerebellar Hemangioblastoma,disease
ETCM_disease_id_776,Cerebellar Hemorrhage,disease
ETCM_disease_id_777,Cerebral Amyloid Angiopathy,disease
ETCM_disease_id_778,Cerebral Artery Atherosclerosis,disease
ETCM_disease_id_779,Cerebral Atrophy,disease
ETCM_disease_id_780,Cerebral Calcification,disease
ETCM_disease_id_781,Cerebral Circulatory Disorders,disease
ETCM_disease_id_782,Cerebral Cortical Atrophy,disease
ETCM_disease_id_783,Cerebral Cortical Neurodegeneration,disease
ETCM_disease_id_784,Cerebral Degeneration,disease
ETCM_disease_id_785,Cerebral Edema,disease
ETCM_disease_id_786,Cerebral Hemorrhage,disease
ETCM_disease_id_787,Cerebral Infarction,disease
ETCM_disease_id_788,Cerebral Ischemia,disease
ETCM_disease_id_789,Cerebral Oxidative Damage,disease
ETCM_disease_id_790,Cerebral Palsy,disease
ETCM_disease_id_791,Cerebral Vasculitis,disease
ETCM_disease_id_792,Cerebral Vasospasm,disease
ETCM_disease_id_793,Cerebral Venous Thrombosis,disease
ETCM_disease_id_794,Cerebral White Matter Atrophy,disease
ETCM_disease_id_795,Cerebrovascular Accident,disease
ETCM_disease_id_796,Cerebrovascular Ischaemia,disease
ETCM_disease_id_797,Cerulean Cataract,disease
ETCM_disease_id_798,Cervical Cancer,disease
ETCM_disease_id_799,Cervical Cord Compression,disease
ETCM_disease_id_800,Cervical Intraepithelial Neoplasia,disease
ETCM_disease_id_801,Cervical Lymphadenopathy,disease
ETCM_disease_id_802,Cervical Myelopathy,disease
ETCM_disease_id_803,Cervical Spinal Cord Atrophy,disease
ETCM_disease_id_804,Cervical Subluxation,disease
ETCM_disease_id_805,Chagas' Disease,disease
ETCM_disease_id_806,Charcot-Marie-Tooth Disease,disease
ETCM_disease_id_807,Cheilitis,disease
ETCM_disease_id_808,Chemical And Drug Induced Liver Injury,disease
ETCM_disease_id_809,Chemodectoma,disease
ETCM_disease_id_810,Chemotherapy-Induced Thrombocytopenia,disease
ETCM_disease_id_811,Chest Pain,disease
ETCM_disease_id_812,Chilblains,disease
ETCM_disease_id_813,Childhood-Onset Short-Trunk Short Stature,disease
ETCM_disease_id_814,Childhood-Onset Truncal Obesity,disease
ETCM_disease_id_815,Childhood Seizure Disorders,disease
ETCM_disease_id_816,Cholangiocarcinoma,disease
ETCM_disease_id_817,Cholangitis,disease
ETCM_disease_id_818,Cholecystitis,disease
ETCM_disease_id_819,Cholelithiasis,disease
ETCM_disease_id_820,Cholestasis,disease
ETCM_disease_id_821,Cholestatic Liver Disease,disease
ETCM_disease_id_822,Cholesteatoma,disease
