症状,草药
[348],"[821, 898, 1095]"
[325],"[426, 898, 978, 987, 1095]"
[80],"[865, 898, 978, 979, 987, 996, 1095]"
[247],"[826, 898, 1045]"
[306],"[898, 995, 1045]"
[348],"[898, 1001]"
[306],"[831, 898]"
[286],"[871, 898]"
[363],"[598, 865, 867, 868, 880, 882, 898, 912, 993, 996]"
[354],"[654, 831, 898, 920, 936, 1056, 1089, 1174]"
"[241, 357]","[654, 831, 898, 920, 936, 1056, 1089, 1174]"
"[241, 357]","[424, 868, 880, 898]"
[306],"[824, 898, 994, 1042]"
"[241, 286, 322, 330]","[588, 831, 835, 898, 936, 1045, 1049]"
"[286, 306]","[424, 583, 598, 831, 832, 880, 898, 1028, 1045, 1049, 1056]"
"[306, 357]","[583, 824, 836, 865, 867, 868, 871, 880, 894, 898, 1011, 1056, 1067, 1108, 1159]"
"[217, 348]","[438, 586, 828, 898, 1001, 1011, 1049, 1101, 1119, 1159]"
[241],"[587, 598, 831, 834, 867, 898, 936, 995, 1023, 1045, 1049, 1056, 1095]"
[222],"[584, 873, 1011, 1122]"
[222],"[489, 598, 898, 913]"
[306],"[832, 882, 898, 994, 995, 1045, 1049, 1056]"
"[306, 363]","[828, 832, 882, 898, 995, 1045, 1056, 1095]"
[203],"[898, 994, 995, 1045, 1049, 1056]"
[363],"[629, 832, 882, 898, 994, 995, 1056]"
[135],"[898, 979, 994, 996]"
[135],[898]
[203],"[824, 831, 832, 898, 936, 1049]"
[202],"[898, 1056]"
"[241, 306]","[616, 826, 880, 898, 914, 995, 1028, 1049, 1056]"
"[241, 306]","[823, 831, 898, 1049, 1113]"
"[236, 306, 367]","[831, 880, 898, 995, 996]"
"[236, 306, 367]","[831, 832, 853, 880, 882, 898, 936, 995, 1045]"
[363],"[875, 898, 1049]"
[363],"[898, 996, 1016, 1174]"
"[323, 367]","[823, 865, 886, 936, 1016, 1049, 1056]"
"[286, 306]","[424, 598, 826, 834, 880, 898, 936, 1001, 1049, 1056]"
[276],"[426, 442, 598, 824, 858, 868, 880, 898, 994, 1001, 1023]"
[363],"[826, 828, 898, 1023, 1045, 1049]"
[286],"[824, 898, 914, 1001, 1049]"
[308],"[598, 602, 868, 898, 958, 996, 1045]"
[306],"[424, 587, 827, 828, 834, 898, 986, 995, 1023, 1030, 1045]"
"[241, 276, 286, 306, 348, 367]","[598, 824, 831, 832, 880, 898, 1056]"
"[367, 372]","[831, 867, 898, 987, 995, 1056]"
"[367, 372]","[831, 867, 898, 987, 995, 1056]"
[306],"[831, 835, 898, 995, 1045]"
"[241, 306, 367]","[831, 832, 898, 1045]"
[74],"[424, 831, 834, 836, 867, 880, 898, 936, 1023, 1045, 1049, 1056]"
[286],"[831, 886, 898, 914, 1023, 1045, 1049, 1056]"
[286],"[831, 897, 898, 995]"
[286],"[831, 897, 898, 995]"
[203],"[832, 840, 885, 898]"
"[211, 306]","[824, 936, 938, 1001]"
[306],"[824, 831, 832, 898, 936, 1045, 1049, 1056]"
[306],"[824, 831, 832, 898, 936, 1045, 1049, 1056]"
"[276, 286]","[586, 598, 827, 828, 880, 898, 936, 995, 1049, 1056, 1113, 1159]"
"[286, 306]","[824, 831, 868, 880, 898, 1045, 1056]"
[269],"[521, 598, 829, 875, 898, 995, 1049]"
[269],"[521, 598, 829, 875, 898, 995, 1049]"
[203],"[824, 826, 828, 831, 832, 868, 875, 880, 885, 898, 912, 1049]"
[203],"[824, 826, 828, 831, 832, 868, 875, 880, 885, 898, 912, 1049]"
[203],"[832, 885, 898, 936, 1049, 1056]"
[203],"[885, 898, 1023, 1056]"
[306],"[832, 882, 885, 898]"
[306],"[832, 882, 885, 898]"
[203],"[832, 875, 885, 898, 995]"
[349],"[666, 731, 829, 831, 898, 936, 1049, 1056]"
[349],"[666, 731, 829, 831, 898, 936, 1049, 1056]"
[306],"[426, 586, 629, 815, 820, 827, 898, 965, 1056, 1067]"
[306],"[831, 832, 880, 898, 936, 994, 995, 1001]"
[261],"[656, 826, 873, 880, 897, 898, 1049, 1113]"
[14],"[824, 834, 897, 1015, 1049, 1113]"
[314],"[440, 623, 888, 978, 979, 1016]"
[130],"[460, 474, 880, 894, 936, 1049, 1167]"
[348],"[831, 907, 978, 979, 1095, 1165]"
"[328, 383]","[847, 893, 1190]"
"[29, 236, 259, 266]","[521, 819, 867, 880, 907, 1001, 1119]"
[196],"[665, 777, 936, 1039, 1056]"
[389],"[427, 854, 958, 1120]"
[363],"[832, 882, 891, 1089, 1108, 1113]"
[363],"[865, 906, 907, 1030, 1067]"
"[106, 338, 369]","[436, 805, 819, 865, 958, 1044]"
"[274, 348]","[827, 834, 933, 937, 1049, 1101]"
"[237, 306]","[424, 831, 840, 857, 936, 1023, 1056]"
[200],"[522, 882, 935, 965, 1119]"
[363],"[909, 1089]"
"[208, 376]","[601, 645, 713, 813, 936, 1056]"
[262],"[515, 749, 857, 1148]"
[80],"[601, 813, 934, 994, 1001]"
[80],"[601, 813, 934, 994, 1001]"
[376],[994]
[367],"[815, 828, 831, 1049, 1101]"
"[215, 262]","[813, 934, 936, 1001]"
[367],"[671, 777, 1045]"
[363],"[880, 1030, 1067]"
[25],"[831, 834, 836, 840, 936, 1056]"
[25],"[831, 834, 836, 840, 936, 1056]"
[293],"[713, 828, 834, 964, 987, 995, 1159]"
[363],"[828, 834, 964, 986, 987, 995, 1056, 1067, 1159]"
[193],"[880, 898, 996, 1109, 1135, 1174]"
[242],"[916, 920, 1003, 1039, 1044]"
[242],"[916, 920, 1003, 1039, 1044]"
"[299, 367]","[620, 666, 676, 1163, 1167]"
[369],"[427, 805, 947, 1174]"
"[306, 363, 369]","[598, 867, 880, 882, 995, 1001, 1174]"
"[29, 306]","[862, 912, 1003, 1016, 1151]"
[369],"[418, 623, 646, 915, 936, 1067]"
[369],"[428, 739, 805, 813, 819, 865, 944, 953, 1041]"
"[286, 306]","[593, 805, 865, 868, 952, 1041, 1044]"
"[193, 367]","[897, 1001, 1013, 1049, 1055, 1165]"
"[290, 348]","[451, 562, 817, 929, 983, 1023, 1097]"
"[290, 348]","[451, 562, 817, 929, 983, 1023, 1097]"
[305],"[820, 961, 964, 1119, 1132]"
[305],"[820, 961, 964, 1119, 1132]"
[363],"[820, 857, 965, 1049, 1067, 1159]"
[312],"[645, 813, 934, 936, 953]"
"[211, 303]","[598, 868, 880, 912, 1011, 1036, 1185]"
[306],"[867, 1044, 1119]"
[79],"[965, 1120]"
[79],"[853, 906, 965, 1011, 1120]"
[338],[1045]
[244],"[511, 815, 907, 936, 964, 1049]"
[312],"[422, 907, 993, 1095, 1098, 1120]"
[88],"[493, 805, 862, 864, 865, 879]"
[306],"[605, 862, 865, 1001]"
"[246, 325]","[854, 865, 912, 913]"
"[246, 325]","[489, 854, 865]"
[348],"[515, 623, 817, 947, 1067]"
[314],"[823, 915, 1060, 1061, 1065, 1191]"
[126],[994]
"[165, 337]","[858, 1044]"
[276],[469]
[283],[857]
[320],"[602, 1030, 1153, 1167]"
[349],"[898, 928]"
[363],"[858, 898]"
[254],"[994, 1028, 1049]"
[363],"[815, 831, 936, 987, 1119]"
[262],"[727, 850, 1136]"
[195],"[901, 1066]"
"[286, 306, 348]",[858]
"[135, 254, 293, 306, 376]","[858, 994, 995, 1001, 1044]"
[165],"[812, 858, 994, 995, 1044]"
[222],"[548, 1175]"
[242],"[489, 979]"
[375],[912]
"[286, 306]","[858, 994]"
"[174, 348]",[987]
[262],"[540, 857, 973, 1120]"
[175],"[515, 540, 857, 907, 1067]"
[232],"[515, 519, 857, 907, 915]"
[175],"[749, 967]"
[199],"[987, 1165]"
[362],"[477, 662, 683, 783, 820, 831, 832, 834, 857, 882, 936, 964, 1031, 1045, 1049, 1067, 1148, 1153]"
[306],"[666, 826, 831, 832, 840, 936, 1016, 1045, 1049, 1056]"
[389],"[831, 832, 833, 834, 839, 880, 936, 964, 1049, 1132]"
[80],"[499, 666, 831, 832, 894, 915, 935, 936, 937, 965, 1049]"
[367],"[832, 834, 936, 964, 1049]"
[147],"[831, 832, 834, 836, 936, 1049, 1060, 1089]"
[348],"[427, 831, 994]"
"[210, 328]","[950, 961]"
[196],[943]
[389],"[862, 930, 964, 971, 994, 1119]"
[389],"[862, 930, 964, 971, 994, 1119]"
"[246, 267]","[643, 831, 834, 908, 994, 1043, 1056, 1130, 1147, 1165, 1174]"
[389],"[805, 806, 817, 865, 987, 1049, 1056, 1067, 1119, 1159, 1174]"
[286],"[666, 828, 936, 1023, 1045, 1049, 1056]"
[306],"[1023, 1056]"
[266],"[816, 817, 964, 983, 987, 994, 995, 1031, 1045, 1049, 1056, 1067, 1089, 1101, 1165]"
[254],"[828, 1045, 1056]"
[171],"[602, 666, 936, 964, 995, 1031, 1039, 1049, 1056, 1067]"
[246],"[815, 867, 894, 909, 942, 1049, 1056, 1067]"
"[151, 363]","[901, 1049, 1056, 1060, 1066, 1067]"
[276],"[904, 1056, 1067]"
[274],"[1031, 1056]"
[367],"[602, 831, 834, 894, 936, 987, 1049, 1056]"
[362],"[820, 944, 964, 1056, 1167]"
[367],"[511, 834, 894, 964, 1049, 1056, 1089, 1090, 1119, 1132, 1148]"
"[193, 306, 353, 367]","[511, 602, 606, 831, 1049, 1056, 1066, 1101]"
"[283, 357]","[665, 666, 739, 936, 1039, 1042, 1049, 1056]"
[306],"[426, 463, 521, 831, 880, 936, 1023, 1045, 1049, 1056]"
"[269, 363]","[598, 813, 880, 994, 995, 1045, 1056]"
[147],"[662, 815, 817, 836, 983, 1049, 1167]"
[147],"[662, 815, 817, 836, 983, 1049, 1167]"
[309],"[536, 865]"
"[193, 308]","[1045, 1049, 1067, 1100, 1101, 1119, 1159]"
[367],"[602, 606, 832, 1049]"
"[353, 367]","[832, 834, 897, 907, 1049, 1095]"
[274],"[427, 819, 865, 947, 958, 1101]"
[274],"[427, 819, 865, 947, 958, 1101]"
[367],"[936, 938, 964, 1031, 1049, 1119, 1132]"
"[363, 367]","[739, 794, 862, 865, 953, 958, 1044]"
"[363, 367]","[739, 794, 862, 865, 953, 958, 1044]"
[329],"[456, 817, 907, 987, 1044, 1056]"
"[237, 286, 306, 322]","[824, 880, 898]"
[88],"[864, 865, 879, 910, 912, 913, 1044, 1181, 1182]"
"[266, 286, 306]","[736, 977, 1101]"
[290],"[545, 937, 947, 1093]"
[367],"[676, 846, 891, 987, 1189]"
[367],"[1056, 1066]"
[367],"[676, 853, 1001, 1049, 1142]"
[306],"[424, 426, 686, 784, 824, 828, 831, 865, 867, 868, 873, 880, 898, 1023, 1045, 1049, 1056]"
[14],"[598, 882, 1135]"
"[306, 322]","[824, 826, 832, 873, 888, 897, 898, 1027, 1049]"
[261],"[824, 826, 832, 873, 880, 886, 888, 897, 898, 1027, 1049]"
[302],"[569, 915, 947, 994, 995, 1067]"
[254],"[530, 815, 839, 909, 1049, 1119]"
"[29, 94]","[867, 880, 909, 1011, 1119]"
[262],"[806, 862, 865, 989, 1044, 1109]"
[151],"[832, 1001, 1049, 1056]"
"[313, 363]","[484, 824, 825, 938, 1119, 1145]"
[348],"[819, 994, 995, 1049, 1072, 1089, 1101]"
[210],"[599, 643, 646, 656, 812, 875, 936]"
[210],"[599, 643, 646, 656, 812, 875, 936]"
"[222, 266]","[815, 836, 909, 917, 918, 936, 1023, 1089, 1119, 1158]"
[244],"[857, 1174]"
[244],"[857, 1174]"
"[80, 222]","[938, 966, 967, 971, 1101, 1119, 1165]"
[94],[858]
[363],[996]
[299],"[442, 511, 676, 812, 846, 937, 1089, 1119]"
[153],"[474, 813, 816, 880, 907, 910, 915, 1039, 1045, 1060, 1067]"
[389],"[543, 928]"
[363],"[586, 867, 880, 1023, 1067]"
[306],"[831, 858, 880, 898, 938]"
[330],"[424, 489, 598, 826, 829, 835, 880, 882, 898]"
"[306, 348, 363]","[824, 1005]"
[306],"[824, 897, 1049]"
[262],"[605, 619]"
[254],"[824, 857]"
[363],"[827, 828, 832, 897, 1005, 1049]"
[196],[943]
[363],"[629, 826, 832, 880, 897]"
[274],"[880, 886]"
[367],"[832, 868, 880, 882, 898, 1011, 1049]"
[206],"[934, 935, 936, 1045, 1049, 1089]"
[348],[994]
[299],"[442, 511, 676, 812, 846, 937, 1089, 1119]"
[306],"[880, 898, 1049]"
[314],[598]
[363],"[586, 867, 880, 1023, 1067]"
[306],"[831, 858, 880, 898, 938]"
[330],"[424, 489, 598, 826, 829, 835, 880, 882, 898]"
"[306, 348, 363]","[824, 1005]"
[337],"[826, 829, 858, 865, 868, 873, 880, 898, 978, 979, 994, 1001, 1067, 1182]"
"[165, 363]","[584, 644, 826, 829, 880, 883, 886, 898, 987, 997, 1001, 1042, 1067, 1095]"
[299],[906]
[278],"[665, 666, 834, 842, 846, 934, 965, 1039, 1043, 1167]"
"[286, 312]","[436, 817, 907, 977, 995, 1049, 1098]"
[231],"[858, 1095]"
[237],"[486, 862, 912, 1003, 1016]"
[119],"[446, 1011]"
[193],"[813, 936, 1001, 1011, 1018, 1035, 1045]"
[203],"[438, 620, 909]"
[389],"[858, 1003]"
[349],"[815, 818, 831, 936, 964, 1030, 1045, 1049, 1056, 1067]"
[362],"[427, 783, 819, 834, 936, 964, 1049, 1056, 1067]"
[306],"[548, 868, 873, 880, 891, 914, 1113, 1175, 1176]"
[326],"[783, 871, 910, 993, 1001, 1013, 1051, 1084, 1122]"
[293],"[519, 813, 832, 857, 884, 936, 1012, 1028, 1045, 1159]"
[389],"[629, 828, 831, 839, 907, 1023, 1045, 1056, 1067]"
[313],"[818, 831, 834, 836, 894, 907, 1089, 1189]"
"[306, 349, 367, 369]","[813, 868, 894, 936, 1041, 1049]"
[80],"[524, 731, 935, 937, 938, 939, 964, 1049, 1132]"
[367],"[499, 683, 815, 817, 834, 937, 938, 964, 1030, 1045, 1049, 1091, 1100, 1148]"
[362],"[427, 783, 819, 834, 936, 964, 1049, 1056, 1067]"
"[126, 160, 212, 313]","[629, 817, 819, 827, 831, 832, 834, 894, 907, 936, 1023, 1097]"
[138],"[816, 817, 818, 831, 994, 1023, 1049, 1067, 1159]"
"[165, 210, 231, 294, 299, 306, 367, 389]","[867, 1049, 1119, 1135]"
"[185, 363]","[460, 474, 640, 994, 995]"
"[160, 290, 313, 348]","[629, 831, 834, 835, 880, 894, 897]"
[274],"[463, 662, 713, 834, 907, 910, 937, 1031, 1067, 1148]"
"[80, 222]","[938, 966, 967, 971, 1101, 1119, 1165]"
[346],"[817, 834, 958, 1049, 1090, 1100]"
[237],"[486, 862, 912, 1003, 1016, 1151]"
[237],"[486, 862, 912, 1003, 1016, 1151]"
[367],"[427, 936, 987, 1045, 1095, 1122, 1138]"
[367],"[671, 777, 847, 927, 934, 936, 965, 1078, 1082, 1106, 1151, 1167, 1190]"
"[241, 286, 306, 383]","[440, 671, 824, 827, 828, 831, 835, 862, 865, 868, 880, 882, 894, 936, 988, 1044, 1049, 1165]"
[39],"[857, 1031, 1067, 1100, 1101, 1119, 1132]"
"[18, 230]","[623, 813, 915, 936, 965, 1056, 1067, 1078, 1082]"
"[18, 230]","[623, 813, 915, 936, 965, 1056, 1067, 1078, 1082]"
[389],"[805, 862, 865, 1041]"
[389],"[862, 1039, 1041, 1044]"
"[86, 367]","[815, 857, 942, 964, 1049, 1089, 1167]"
"[86, 367]","[815, 857, 942, 964, 1049, 1089, 1167]"
[367],"[602, 846, 964, 1023, 1049, 1101]"
[367],"[602, 846, 964, 1023, 1049, 1101]"
[262],"[831, 850, 891, 910, 978, 979, 987, 991, 1049, 1095, 1122, 1175]"
"[217, 259, 348]","[427, 537, 831, 853, 865, 938, 947, 958]"
"[217, 259, 348]","[427, 537, 831, 853, 865, 938, 947, 958]"
[138],"[865, 979, 1067, 1100]"
[236],"[427, 436, 831, 865, 907, 947, 978, 979, 987, 994, 1044, 1095]"
[236],"[817, 819, 836, 987, 1049, 1056, 1095]"
[138],"[785, 816, 817, 819, 846, 907, 964, 979, 983, 995, 1039, 1049, 1056, 1067, 1101, 1159, 1165]"
"[10, 138, 285]","[601, 665, 817, 819, 862, 908, 964, 987, 994, 995, 1044, 1045, 1049, 1095, 1101, 1119, 1159, 1165]"
"[217, 236]","[817, 819, 824, 836, 1049, 1056, 1095]"
[80],"[731, 820, 935, 936, 937, 938, 939, 1049, 1148]"
[80],"[499, 936, 937, 938, 939, 1031, 1049, 1119]"
[363],"[499, 731, 934, 937, 938, 939, 1049]"
[308],"[654, 1049, 1165]"
[286],"[489, 880, 919, 1016, 1108, 1113, 1174]"
[286],"[489, 880, 919, 1016, 1108, 1113, 1174]"
[353],"[643, 812, 823, 865, 915, 947, 994, 1067]"
[377],"[856, 857, 912, 928]"
[326],"[869, 938, 1023, 1049, 1090, 1173]"
"[349, 389]","[862, 868, 880, 893, 912, 913, 1044]"
"[276, 306]","[666, 831, 836, 936, 1167]"
[165],"[515, 749, 832, 907, 936, 937, 1067, 1119]"
[369],"[427, 523, 817, 831, 947]"
[367],"[676, 853, 1049, 1142]"
[156],"[824, 832, 936, 947, 1045, 1049, 1056]"
[357],"[819, 826, 897, 1045, 1095, 1099]"
[367],"[602, 831, 936, 987, 995, 1030, 1049, 1056, 1072, 1089]"
[389],"[396, 805, 868, 952, 953, 961, 963, 1041]"
[135],"[739, 805, 864, 865, 953, 1032, 1041, 1044]"
[253],"[805, 817, 864, 865, 947, 953, 958, 961, 963, 1041, 1044, 1090, 1151]"
[211],"[864, 865, 913, 987, 1031, 1041, 1044, 1067]"
[175],"[805, 864, 865, 912, 963, 1041]"
[319],"[550, 884, 1027, 1120]"
[175],"[805, 864, 962, 963, 1041]"
[303],"[912, 913, 963, 1034, 1042, 1122]"
[88],"[619, 865, 912, 913, 928, 953, 954, 963, 1034, 1042, 1061]"
"[241, 306, 322]","[537, 928, 1042, 1165]"
[303],"[427, 456, 805, 813, 819, 839, 862, 865, 944, 947, 953, 958, 963, 1039, 1041, 1049]"
[363],"[880, 894, 1031, 1067, 1119]"
"[212, 274, 367]","[834, 995, 1045, 1049, 1056, 1095, 1101]"
[367],"[511, 606, 676, 834, 835, 1035, 1056, 1066]"
[367],"[540, 665, 834, 936, 1056]"
[367],"[511, 539, 602, 606, 832, 834, 1049, 1101]"
[79],"[613, 805, 864, 928, 963]"
[344],"[586, 593, 901, 1042, 1043, 1067]"
"[211, 274, 306]","[436, 805, 862, 947, 1033, 1044, 1049]"
[231],"[828, 936, 1015, 1045, 1049, 1056]"
[208],"[588, 645, 888, 936, 1045, 1049, 1056]"
[329],"[456, 662, 817, 907, 987, 1044, 1049, 1056]"
[363],"[936, 994, 995, 1011, 1045, 1049, 1056]"
"[147, 286, 306]","[474, 815, 897, 907, 936, 1030, 1045, 1049, 1056, 1067]"
"[290, 348]","[818, 820, 832, 907, 1031, 1049, 1095, 1101]"
[81],"[489, 569, 590, 817, 912, 956, 978]"
"[274, 348]","[1045, 1049, 1067, 1100, 1101, 1119, 1132, 1159]"
"[286, 306]","[426, 898, 996, 1023, 1028, 1049]"
"[86, 348]","[817, 827, 964, 1001, 1049, 1056, 1100, 1101]"
"[274, 286, 367, 376]","[824, 828, 831, 832, 936, 1023, 1045, 1049, 1056]"
[367],"[1069, 1107, 1190]"
[299],"[650, 1069, 1190]"
[138],"[427, 436, 831, 880, 907, 947, 953, 979, 994, 1045]"
[165],"[827, 831, 936, 1045, 1056, 1067]"
"[299, 367]","[864, 865]"
[377],"[619, 805, 851, 857, 864, 865, 962, 1164]"
[377],"[538, 805, 865, 1041, 1151]"
[28],"[538, 857, 864, 865, 962, 963, 1041, 1044, 1151]"
[286],"[713, 862, 954, 994, 1147, 1174]"
[175],"[805, 864, 962, 963, 1041]"
[138],"[815, 816, 817, 936, 987, 994, 995, 1045, 1049, 1056, 1067, 1089, 1101, 1165]"
"[10, 14, 138]","[816, 964, 995, 1049, 1056, 1067, 1089, 1165]"
[79],"[613, 805, 864, 928, 963]"
[274],"[537, 593, 1042, 1049, 1119, 1165]"
[138],"[602, 813, 934, 936, 994, 1001, 1056, 1078]"
[367],"[676, 846, 995, 1023, 1049, 1089]"
"[211, 274, 306]","[436, 805, 862, 947, 1033, 1044, 1049]"
"[94, 363]",[1119]
"[246, 367]","[511, 602, 616, 831, 846, 1049, 1089]"
[305],"[504, 785, 909, 910, 958, 1091, 1148]"
"[219, 222, 269, 306]","[826, 936, 1028, 1045, 1049, 1056]"
[306],"[629, 936, 938, 995, 1027, 1028, 1045, 1056]"
[367],"[659, 886, 898, 910, 1049, 1055, 1152, 1165]"
[363],"[936, 994, 995, 1011, 1045, 1049, 1056]"
[195],[901]
"[165, 349, 367]","[812, 897, 907, 1045, 1049, 1067]"
"[95, 135, 253]","[529, 862]"
"[246, 363]","[491, 645, 826, 835, 868, 880, 907, 915, 936, 964, 1030, 1041, 1045, 1049, 1056, 1067]"
"[325, 328]","[591, 605, 805, 865, 958, 962, 963, 1041, 1049, 1090, 1100, 1119, 1120, 1151]"
[299],"[804, 840, 964, 1030, 1035, 1049, 1081, 1126, 1127, 1132, 1145]"
"[299, 367]","[484, 680, 804, 832, 895, 902, 937, 964, 1035, 1049, 1081, 1145]"
[377],"[538, 856, 912, 913, 928, 1044, 1182]"
[377],"[538, 805, 865, 879, 962, 963, 1044]"
"[241, 261, 295, 306]","[829, 884, 893, 897, 936, 995, 1028, 1067]"
[389],"[908, 967, 971, 1043, 1056, 1085, 1119, 1153]"
"[266, 274, 367]","[666, 820, 846, 1049, 1056]"
"[241, 286, 295, 306]","[550, 867, 880, 971, 973, 1119]"
"[200, 206, 278, 299]","[864, 865, 910, 962, 1066]"
[80],"[499, 880, 937, 938, 939, 1049, 1119, 1132]"
[383],"[598, 659, 739, 868, 886, 910, 1036]"
"[286, 306]","[474, 826, 880, 898, 938, 995, 996, 1049, 1099, 1165, 1181]"
[138],"[602, 813, 934, 936, 994, 1001, 1056, 1078]"
[215],[1106]
[262],"[819, 865]"
[274],[862]
[251],"[816, 1044]"
"[299, 367]",[927]
[343],"[646, 666, 934, 965, 967, 987, 994, 995, 1043, 1056]"
[363],"[831, 995, 1056]"
"[257, 293]","[666, 934, 936, 995, 1047, 1049, 1056]"
[222],"[530, 828, 839, 867, 936, 1045, 1056, 1119]"
[196],"[593, 666, 1032, 1039, 1056]"
[348],"[666, 857, 964, 1049, 1056, 1165]"
[359],"[438, 828, 831, 836, 867, 880, 894, 936, 1023, 1045, 1056, 1119]"
[306],"[867, 936, 995, 1049, 1056]"
[195],[901]
[54],"[839, 857, 1049, 1056, 1171]"
[156],"[867, 880, 894, 936, 942, 1023, 1045, 1056, 1067, 1113, 1119]"
[283],"[453, 666, 683, 820, 837, 937, 961, 1049, 1056]"
"[210, 367]","[662, 666, 906, 1049, 1056, 1067]"
"[286, 367]","[666, 836, 880, 894, 1045, 1049, 1056]"
[202],"[588, 831, 898, 936, 1056]"
[378],"[820, 909, 920, 942, 1016, 1029, 1032, 1049, 1056, 1089]"
[306],"[994, 995, 1045, 1049, 1056]"
[130],"[601, 608, 646, 812, 1056, 1060]"
[266],"[442, 828, 831, 867, 1023, 1056]"
"[306, 348]","[831, 836, 859, 1056]"
[367],"[880, 1056]"
[276],"[602, 676, 809, 830, 831, 842, 846, 1035, 1056, 1119, 1167, 1189]"
[367],"[834, 1016, 1049, 1056, 1089, 1101]"
[135],"[666, 987, 994, 995, 1039, 1049, 1056]"
"[312, 367]","[593, 620, 643, 666, 812, 908, 943, 1032, 1039, 1056, 1065, 1074]"
[217],"[817, 937, 987, 1056, 1085, 1093]"
[202],"[475, 489, 629, 832, 907, 909, 916, 936, 1031, 1056, 1067]"
[165],"[907, 908, 936, 1030, 1039, 1045, 1066, 1067]"
[165],"[491, 629, 645, 907, 936, 1030, 1045, 1056, 1067]"
[363],"[862, 1044, 1119, 1147, 1174]"
"[286, 367]","[831, 1045, 1056]"
[367],"[602, 834, 1001, 1016, 1049, 1056, 1066, 1089]"
"[299, 367]","[1023, 1047, 1049, 1056]"
[363],"[839, 936, 964, 1049, 1056, 1101]"
"[274, 348, 376]","[602, 815, 817, 831, 936, 994, 1023, 1049, 1056]"
[299],"[834, 840, 1049, 1056, 1067, 1159]"
[274],"[815, 819, 827, 834, 846, 875, 936, 983, 1045, 1049, 1056, 1159]"
[286],"[597, 817, 831, 1023, 1043, 1056]"
"[208, 308]","[666, 815, 834, 840, 936, 1039, 1042, 1049, 1056]"
[202],"[629, 1056]"
"[236, 293, 342]","[666, 817, 936, 1039, 1045, 1056, 1159]"
[359],"[438, 828, 831, 836, 867, 880, 894, 936, 1023, 1045, 1056, 1119]"
"[283, 357]","[665, 666, 739, 936, 1039, 1042, 1049, 1056]"
[246],"[426, 602, 934, 936, 1045, 1056, 1081]"
[306],"[666, 730, 831, 840, 936, 1023, 1049, 1056]"
"[276, 367]","[846, 1056, 1066, 1189]"
[14],"[602, 666, 936, 964, 995, 1039, 1049, 1056, 1067, 1159]"
[193],"[463, 691, 828, 867, 936, 1023, 1056, 1189]"
[363],"[994, 995, 1049, 1056, 1067, 1119]"
[306],"[994, 995, 1045, 1049, 1056]"
[246],"[438, 602, 616, 934, 936, 961, 1056, 1189]"
[202],"[426, 831, 836, 994, 995, 1023, 1045, 1049, 1056]"
[367],"[815, 846, 936, 1056, 1089]"
[241],"[583, 831, 867, 880, 886, 1049, 1056]"
[306],"[828, 936, 1023, 1056]"
[314],"[574, 713, 816, 817, 937, 1045, 1056, 1060, 1067, 1153, 1159]"
[266],"[666, 815, 937, 1032, 1035, 1056]"
"[80, 274]","[815, 820, 944, 1049, 1056, 1119, 1132, 1159]"
[274],"[666, 806, 944, 1032, 1056, 1089]"
"[338, 389]","[820, 936, 937, 944, 961, 964, 1032, 1056]"
"[274, 348]","[1045, 1049, 1056, 1101]"
[222],"[815, 834, 944, 964, 1031, 1056, 1067, 1119, 1171]"
[363],"[834, 901, 1016, 1056, 1067]"
"[274, 348, 376]","[602, 815, 817, 831, 936, 994, 1023, 1049, 1056]"
"[299, 306, 308]","[821, 1056]"
[367],"[832, 888, 894, 1056]"
[377],"[682, 857, 965, 1030, 1049, 1056, 1167]"
[367],"[602, 831, 894, 936, 987, 1049, 1056, 1089]"
"[276, 367]","[846, 1056, 1066, 1189]"
"[254, 339]","[570, 601, 817, 834, 908, 915, 936, 987, 1023, 1045, 1047, 1056, 1067, 1101]"
[348],"[815, 828, 831, 964, 1023, 1045, 1049, 1056]"
"[314, 341, 352]","[598, 812]"
"[314, 341, 352]","[827, 915, 965]"
[341],"[644, 857, 928]"
[262],"[749, 756, 762]"
[123],"[865, 1174, 1177]"
"[305, 307]","[934, 935, 936]"
[299],"[857, 938, 961, 964, 1120]"
[367],[1016]
[175],"[493, 552, 749, 945, 954, 958, 1031, 1049, 1067, 1119, 1148]"
[346],"[783, 1153]"
[367],"[645, 676, 1142]"
[94],"[817, 894]"
[367],"[995, 1089, 1101]"
"[217, 348, 367]","[1049, 1089, 1101]"
[367],"[1049, 1101, 1165]"
[305],"[834, 1089, 1100, 1101]"
"[193, 207, 333]","[419, 813, 826, 880, 907, 922, 934, 936, 994, 1001, 1030, 1045, 1060, 1064, 1067, 1121]"
[304],"[417, 601, 643, 644, 646, 652, 713, 812, 915, 934, 936, 994, 1039, 1056, 1060, 1065, 1081]"
[293],"[599, 620, 919, 1045, 1049]"
"[165, 367]","[586, 600, 868, 956, 979, 995, 1045]"
[71],"[494, 906, 909, 1145]"
[299],[1126]
[382],"[662, 964, 1066]"
[283],"[1016, 1049, 1089]"
[217],[1089]
[367],"[656, 794, 1151]"
